,@Token,All Alphabetic,All Alphanumeric,Any Alphabetic,Global IDF,Global TF,Global TF-IDF,Phrase,Stopword
11731,dane,True,True,True,7.771489469500598,10,77.71489469500598,False,False
11724,volume,True,True,True,7.771489469500598,10,77.71489469500598,False,False
6529,corks,True,True,True,7.771489469500598,10,77.71489469500598,False,False
1996,grease,True,True,True,7.771489469500598,10,77.71489469500598,False,False
4537,results,True,True,True,7.771489469500598,10,77.71489469500598,False,False
14967,buzzin,True,True,True,7.771489469500598,10,77.71489469500598,False,False
11685,lynch,True,True,True,7.771489469500598,10,77.71489469500598,False,False
1992,eve,True,True,True,7.771489469500598,10,77.71489469500598,False,False
1989,doo,True,True,True,7.771489469500598,10,77.71489469500598,False,False
6877,battery,True,True,True,7.771489469500598,10,77.71489469500598,False,False
9027,chopper,True,True,True,7.771489469500598,10,77.71489469500598,False,False
3361,soaked,True,True,True,7.771489469500598,10,77.71489469500598,False,False
5851,spiritual,True,True,True,7.771489469500598,10,77.71489469500598,False,False
11606,threaten,True,True,True,7.771489469500598,10,77.71489469500598,False,False
8658,%,False,False,False,7.771489469500598,10,77.71489469500598,False,False
2878,cassette,True,True,True,7.771489469500598,10,77.71489469500598,False,False
11892,ducking,True,True,True,7.771489469500598,10,77.71489469500598,False,False
9028,composure,True,True,True,7.771489469500598,10,77.71489469500598,False,False
5906,finesse,True,True,True,7.771489469500598,10,77.71489469500598,False,False
2977,apologize,True,True,True,7.771489469500598,10,77.71489469500598,False,False
9545,partyin,True,True,True,7.771489469500598,10,77.71489469500598,False,False
5894,commercial,True,True,True,7.771489469500598,10,77.71489469500598,False,False
7841,sprinkle,True,True,True,7.771489469500598,10,77.71489469500598,False,False
11851,floors,True,True,True,7.771489469500598,10,77.71489469500598,False,False
10905,jacob,True,True,True,7.771489469500598,10,77.71489469500598,False,False
4471,conspiracy,True,True,True,7.771489469500598,10,77.71489469500598,False,False
16425,d.o.c,False,False,True,7.771489469500598,10,77.71489469500598,False,False
11817,potential,True,True,True,7.771489469500598,10,77.71489469500598,False,False
16428,gaffled,True,True,True,7.771489469500598,10,77.71489469500598,False,False
4495,reveal,True,True,True,7.771489469500598,10,77.71489469500598,False,False
9589,flexin,True,True,True,7.771489469500598,10,77.71489469500598,False,False
3370,terrible,True,True,True,7.771489469500598,10,77.71489469500598,False,False
2017,slicker,True,True,True,7.771489469500598,10,77.71489469500598,False,False
9387,leaders,True,True,True,7.771489469500598,10,77.71489469500598,False,False
7239,russell,True,True,True,7.771489469500598,10,77.71489469500598,False,False
6868,teary,True,True,True,7.771489469500598,10,77.71489469500598,False,False
7056,liquid,True,True,True,7.771489469500598,10,77.71489469500598,False,False
14293,jill,True,True,True,7.771489469500598,10,77.71489469500598,False,False
9198,casualties,True,True,True,7.771489469500598,10,77.71489469500598,False,False
6128,timbs,True,True,True,7.771489469500598,10,77.71489469500598,False,False
12650,reflect,True,True,True,7.771489469500598,10,77.71489469500598,False,False
13480,following,True,True,True,7.771489469500598,10,77.71489469500598,False,False
12940,hundreds,True,True,True,7.771489469500598,10,77.71489469500598,False,False
3893,cigar,True,True,True,7.771489469500598,10,77.71489469500598,False,False
9214,rapid,True,True,True,7.771489469500598,10,77.71489469500598,False,False
2310,cheatin,True,True,True,7.771489469500598,10,77.71489469500598,False,False
4060,itself,True,True,True,7.771489469500598,10,77.71489469500598,False,True
6110,repercussion,True,True,True,7.771489469500598,10,77.71489469500598,False,False
9251,alias,True,True,True,7.771489469500598,10,77.71489469500598,False,False
4078,vain,True,True,True,7.771489469500598,10,77.71489469500598,False,False
7026,swore,True,True,True,7.771489469500598,10,77.71489469500598,False,False
4084,activate,True,True,True,7.771489469500598,10,77.71489469500598,False,False
7920,invite,True,True,True,7.771489469500598,10,77.71489469500598,False,False
9164,rampage,True,True,True,7.771489469500598,10,77.71489469500598,False,False
12583,bendin,True,True,True,7.771489469500598,10,77.71489469500598,False,False
7884,ow,True,True,True,7.771489469500598,10,77.71489469500598,False,False
15191,ages,True,True,True,7.771489469500598,10,77.71489469500598,False,False
7072,closin,True,True,True,7.771489469500598,10,77.71489469500598,False,False
9108,charges,True,True,True,7.771489469500598,10,77.71489469500598,False,False
6180,opera,True,True,True,7.771489469500598,10,77.71489469500598,False,False
7886,pourin,True,True,True,7.771489469500598,10,77.71489469500598,False,False
7712,que,True,True,True,7.771489469500598,10,77.71489469500598,False,False
3947,civilized,True,True,True,7.771489469500598,10,77.71489469500598,False,False
3954,cripple,True,True,True,7.771489469500598,10,77.71489469500598,False,False
12833,counting,True,True,True,7.771489469500598,10,77.71489469500598,False,False
6168,groupies,True,True,True,7.771489469500598,10,77.71489469500598,False,False
14313,coaster,True,True,True,7.771489469500598,10,77.71489469500598,False,False
12796,manners,True,True,True,7.771489469500598,10,77.71489469500598,False,False
12792,hm,True,True,True,7.771489469500598,10,77.71489469500598,False,False
3487,begun,True,True,True,7.771489469500598,10,77.71489469500598,False,False
2926,boring,True,True,True,7.771489469500598,10,77.71489469500598,False,False
7406,handcuffs,True,True,True,7.771489469500598,10,77.71489469500598,False,False
6091,introduction,True,True,True,7.771489469500598,10,77.71489469500598,False,False
13004,gunshot,True,True,True,7.771489469500598,10,77.71489469500598,False,False
7866,brake,True,True,True,7.771489469500598,10,77.71489469500598,False,False
2209,addition,True,True,True,7.771489469500598,10,77.71489469500598,False,False
20223,henn,True,True,True,7.771489469500598,10,77.71489469500598,False,False
1132,fresher,True,True,True,7.771489469500598,10,77.71489469500598,False,False
324,elevator,True,True,True,7.771489469500598,10,77.71489469500598,False,False
6972,loosen,True,True,True,7.771489469500598,10,77.71489469500598,False,False
22130,highly,True,True,True,7.771489469500598,10,77.71489469500598,False,False
9348,distance,True,True,True,7.771489469500598,10,77.71489469500598,False,False
12990,d-a-z,False,False,True,7.771489469500598,10,77.71489469500598,False,False
7094,pointin,True,True,True,7.771489469500598,10,77.71489469500598,False,False
14223,sniffin,True,True,True,7.771489469500598,10,77.71489469500598,False,False
18270,bidness,True,True,True,7.771489469500598,10,77.71489469500598,False,False
6968,helicopters,True,True,True,7.771489469500598,10,77.71489469500598,False,False
7095,property,True,True,True,7.771489469500598,10,77.71489469500598,False,False
2159,heartbeat,True,True,True,7.771489469500598,10,77.71489469500598,False,False
23363,timothy,True,True,True,7.771489469500598,10,77.71489469500598,False,False
2981,audience,True,True,True,7.771489469500598,10,77.71489469500598,False,False
4204,crumbs,True,True,True,7.771489469500598,10,77.71489469500598,False,False
7021,responsibility,True,True,True,7.771489469500598,10,77.71489469500598,False,False
6409,mrs.,False,False,True,7.771489469500598,10,77.71489469500598,False,False
1030,ended,True,True,True,7.771489469500598,10,77.71489469500598,False,False
16110,billboard,True,True,True,7.771489469500598,10,77.71489469500598,False,False
21148,genie,True,True,True,7.771489469500598,10,77.71489469500598,False,False
4135,lyricist,True,True,True,7.771489469500598,10,77.71489469500598,False,False
13507,daisies,True,True,True,7.771489469500598,10,77.71489469500598,False,False
16116,curtains,True,True,True,7.771489469500598,10,77.71489469500598,False,False
8759,features,True,True,True,7.771489469500598,10,77.71489469500598,False,False
9310,stinking,True,True,True,7.771489469500598,10,77.71489469500598,False,False
12430,planes,True,True,True,7.771489469500598,10,77.71489469500598,False,False
24875,s-n-double-o-p,False,False,True,7.771489469500598,10,77.71489469500598,False,False
13520,reaching,True,True,True,7.771489469500598,10,77.71489469500598,False,False
4182,twin,True,True,True,7.771489469500598,10,77.71489469500598,False,False
3437,pumped,True,True,True,7.771489469500598,10,77.71489469500598,False,False
1115,egg,True,True,True,7.771489469500598,10,77.71489469500598,False,False
12976,sparkin,True,True,True,7.771489469500598,10,77.71489469500598,False,False
14119,fess,True,True,True,7.771489469500598,10,77.71489469500598,False,False
14141,eardrum,True,True,True,7.771489469500598,10,77.71489469500598,False,False
5874,squeezed,True,True,True,7.771489469500598,10,77.71489469500598,False,False
3108,stunt,True,True,True,7.771489469500598,10,77.71489469500598,False,False
1860,thousands,True,True,True,7.771489469500598,10,77.71489469500598,False,False
21575,oaktown,True,True,True,7.771489469500598,10,77.71489469500598,False,False
4781,cocoa,True,True,True,7.771489469500598,10,77.71489469500598,False,False
8234,stranded,True,True,True,7.771489469500598,10,77.71489469500598,False,False
3278,cognac,True,True,True,7.771489469500598,10,77.71489469500598,False,False
1777,heavyweight,True,True,True,7.771489469500598,10,77.71489469500598,False,False
9858,nap,True,True,True,7.771489469500598,10,77.71489469500598,False,False
16584,lieutenant,True,True,True,7.771489469500598,10,77.71489469500598,False,False
3310,gasoline,True,True,True,7.771489469500598,10,77.71489469500598,False,False
4950,creating,True,True,True,7.771489469500598,10,77.71489469500598,False,False
5747,sour,True,True,True,7.771489469500598,10,77.71489469500598,False,False
4768,yo-yo,False,False,True,7.771489469500598,10,77.71489469500598,False,False
11260,adolescents,True,True,True,7.771489469500598,10,77.71489469500598,False,False
13777,feather,True,True,True,7.771489469500598,10,77.71489469500598,False,False
209,scenario,True,True,True,7.771489469500598,10,77.71489469500598,False,False
9874,stainless,True,True,True,7.771489469500598,10,77.71489469500598,False,False
4756,timing,True,True,True,7.771489469500598,10,77.71489469500598,False,False
3317,impact,True,True,True,7.771489469500598,10,77.71489469500598,False,False
13171,non,True,True,True,7.771489469500598,10,77.71489469500598,False,False
1289,filling,True,True,True,7.771489469500598,10,77.71489469500598,False,False
17356,glove,True,True,True,7.771489469500598,10,77.71489469500598,False,False
4973,insert,True,True,True,7.771489469500598,10,77.71489469500598,False,False
6826,spring,True,True,True,7.771489469500598,10,77.71489469500598,False,False
4729,pepper,True,True,True,7.771489469500598,10,77.71489469500598,False,False
111,groups,True,True,True,7.771489469500598,10,77.71489469500598,False,False
2845,messed,True,True,True,7.771489469500598,10,77.71489469500598,False,False
4799,laker,True,True,True,7.771489469500598,10,77.71489469500598,False,False
5650,aka,True,True,True,7.771489469500598,10,77.71489469500598,False,False
4916,sunrise,True,True,True,7.771489469500598,10,77.71489469500598,False,False
6287,parlay,True,True,True,7.771489469500598,10,77.71489469500598,False,False
11063,lox,True,True,True,7.771489469500598,10,77.71489469500598,False,False
23222,cents,True,True,True,7.771489469500598,10,77.71489469500598,False,False
11092,methods,True,True,True,7.771489469500598,10,77.71489469500598,False,False
5709,rottweilers,True,True,True,7.771489469500598,10,77.71489469500598,False,False
16618,600,False,True,False,7.771489469500598,10,77.71489469500598,False,False
3731,spike,True,True,True,7.771489469500598,10,77.71489469500598,False,False
11054,smokers,True,True,True,7.771489469500598,10,77.71489469500598,False,False
4841,reap,True,True,True,7.771489469500598,10,77.71489469500598,False,False
5715,stall,True,True,True,7.771489469500598,10,77.71489469500598,False,False
4836,motivated,True,True,True,7.771489469500598,10,77.71489469500598,False,False
4835,medicine,True,True,True,7.771489469500598,10,77.71489469500598,False,False
8222,throttle,True,True,True,7.771489469500598,10,77.71489469500598,False,False
11051,rains,True,True,True,7.771489469500598,10,77.71489469500598,False,False
11043,fallen,True,True,True,7.771489469500598,10,77.71489469500598,False,False
6280,latin,True,True,True,7.771489469500598,10,77.71489469500598,False,False
9807,russian,True,True,True,7.771489469500598,10,77.71489469500598,False,False
17320,reload,True,True,True,7.771489469500598,10,77.71489469500598,False,False
8220,swimming,True,True,True,7.771489469500598,10,77.71489469500598,False,False
9019,batter,True,True,True,7.771489469500598,10,77.71489469500598,False,False
11176,accident,True,True,True,7.771489469500598,10,77.71489469500598,False,False
11189,reaction,True,True,True,7.771489469500598,10,77.71489469500598,False,False
11034,whoop,True,True,True,7.771489469500598,10,77.71489469500598,False,False
21351,humpty,True,True,True,7.771489469500598,10,77.71489469500598,False,False
7133,hypnotized,True,True,True,7.771489469500598,10,77.71489469500598,False,False
16555,robin,True,True,True,7.771489469500598,10,77.71489469500598,False,False
6780,brakes,True,True,True,7.771489469500598,10,77.71489469500598,False,False
13156,classics,True,True,True,7.771489469500598,10,77.71489469500598,False,False
6245,almighty,True,True,True,7.771489469500598,10,77.71489469500598,False,False
8611,tweaking,True,True,True,7.771489469500598,10,77.71489469500598,False,False
5026,guards,True,True,True,7.771489469500598,10,77.71489469500598,False,False
3769,flaws,True,True,True,7.771489469500598,10,77.71489469500598,False,False
3786,mag,True,True,True,7.771489469500598,10,77.71489469500598,False,False
11416,crackhead,True,True,True,7.771489469500598,10,77.71489469500598,False,False
6312,wedding,True,True,True,7.771489469500598,10,77.71489469500598,False,False
3772,football,True,True,True,7.771489469500598,10,77.71489469500598,False,False
19999,stray,True,True,True,7.771489469500598,10,77.71489469500598,False,False
11448,tilt,True,True,True,7.771489469500598,10,77.71489469500598,False,False
5005,suspect,True,True,True,7.771489469500598,10,77.71489469500598,False,False
9016,abstract,True,True,True,7.771489469500598,10,77.71489469500598,False,False
15502,meals,True,True,True,7.771489469500598,10,77.71489469500598,False,False
13216,daylight,True,True,True,7.771489469500598,10,77.71489469500598,False,False
4646,maneuver,True,True,True,7.771489469500598,10,77.71489469500598,False,False
2490,loyalty,True,True,True,7.771489469500598,10,77.71489469500598,False,False
13088,dana,True,True,True,7.771489469500598,10,77.71489469500598,False,False
7827,misses,True,True,True,7.771489469500598,10,77.71489469500598,False,False
3339,normal,True,True,True,7.771489469500598,10,77.71489469500598,False,False
8634,choosin,True,True,True,7.771489469500598,10,77.71489469500598,False,False
5632,sperm,True,True,True,7.771489469500598,10,77.71489469500598,False,False
6308,universal,True,True,True,7.771489469500598,10,77.71489469500598,False,False
9004,waistline,True,True,True,7.771489469500598,10,77.71489469500598,False,False
7126,foreign,True,True,True,7.771489469500598,10,77.71489469500598,False,False
8609,tattoos,True,True,True,7.771489469500598,10,77.71489469500598,False,False
20970,hogs,True,True,True,7.771489469500598,10,77.71489469500598,False,False
8817,apartment,True,True,True,7.771489469500598,10,77.71489469500598,False,False
3552,hugging,True,True,True,7.771489469500598,10,77.71489469500598,False,False
16549,murderers,True,True,True,7.771489469500598,10,77.71489469500598,False,False
17489,dames,True,True,True,7.771489469500598,10,77.71489469500598,False,False
8216,shirts,True,True,True,7.771489469500598,10,77.71489469500598,False,False
15515,conceal,True,True,True,7.771489469500598,10,77.71489469500598,False,False
4991,pissing,True,True,True,7.771489469500598,10,77.71489469500598,False,False
8201,goons,True,True,True,7.771489469500598,10,77.71489469500598,False,False
1947,scar,True,True,True,7.771489469500598,10,77.71489469500598,False,False
13101,adapt,True,True,True,7.771489469500598,10,77.71489469500598,False,False
5781,demon,True,True,True,7.771489469500598,10,77.71489469500598,False,False
9792,hon,True,True,True,7.923492562945649,9,71.31143306651084,False,False
19430,flashback,True,True,True,7.923492562945649,9,71.31143306651084,False,False
8419,exquisite,True,True,True,7.923492562945649,9,71.31143306651084,False,False
9074,scandal,True,True,True,7.923492562945649,9,71.31143306651084,False,False
14355,nickels,True,True,True,7.923492562945649,9,71.31143306651084,False,False
7505,slot,True,True,True,7.923492562945649,9,71.31143306651084,False,False
2811,transform,True,True,True,7.923492562945649,9,71.31143306651084,False,False
1021,donald,True,True,True,7.923492562945649,9,71.31143306651084,False,False
6183,porsche,True,True,True,7.923492562945649,9,71.31143306651084,False,False
5614,roots,True,True,True,7.923492562945649,9,71.31143306651084,False,False
17291,bucking,True,True,True,7.923492562945649,9,71.31143306651084,False,False
6047,'95,False,False,False,7.923492562945649,9,71.31143306651084,False,False
14336,tab,True,True,True,7.923492562945649,9,71.31143306651084,False,False
5615,roy,True,True,True,7.923492562945649,9,71.31143306651084,False,False
5435,camouflage,True,True,True,7.923492562945649,9,71.31143306651084,False,False
1055,ralph,True,True,True,7.923492562945649,9,71.31143306651084,False,False
18319,bullshittin,True,True,True,7.923492562945649,9,71.31143306651084,False,False
948,professor,True,True,True,7.923492562945649,9,71.31143306651084,False,False
17258,21st,False,True,True,7.923492562945649,9,71.31143306651084,False,False
9137,joking,True,True,True,7.923492562945649,9,71.31143306651084,False,False
6119,seeking,True,True,True,7.923492562945649,9,71.31143306651084,False,False
8793,won’t,False,False,True,7.923492562945649,9,71.31143306651084,False,False
6115,rum,True,True,True,7.923492562945649,9,71.31143306651084,False,False
17863,mice,True,True,True,7.923492562945649,9,71.31143306651084,False,False
5602,nixon,True,True,True,7.923492562945649,9,71.31143306651084,False,False
6038,respond,True,True,True,7.923492562945649,9,71.31143306651084,False,False
6614,apocalypse,True,True,True,7.923492562945649,9,71.31143306651084,False,False
2843,length,True,True,True,7.923492562945649,9,71.31143306651084,False,False
9146,meter,True,True,True,7.923492562945649,9,71.31143306651084,False,False
13932,bucked,True,True,True,7.923492562945649,9,71.31143306651084,False,False
20166,imma,True,True,True,7.923492562945649,9,71.31143306651084,False,False
6124,starve,True,True,True,7.923492562945649,9,71.31143306651084,False,False
18289,hopes,True,True,True,7.923492562945649,9,71.31143306651084,False,False
6659,thirst,True,True,True,7.923492562945649,9,71.31143306651084,False,False
6195,tale,True,True,True,7.923492562945649,9,71.31143306651084,False,False
10209,pronto,True,True,True,7.923492562945649,9,71.31143306651084,False,False
702,cubes,True,True,True,7.923492562945649,9,71.31143306651084,False,False
6444,clearer,True,True,True,7.923492562945649,9,71.31143306651084,False,False
7363,nike,True,True,True,7.923492562945649,9,71.31143306651084,False,False
6428,twisting,True,True,True,7.923492562945649,9,71.31143306651084,False,False
18312,ye,True,True,True,7.923492562945649,9,71.31143306651084,False,False
7347,flooded,True,True,True,7.923492562945649,9,71.31143306651084,False,False
18,aid,True,True,True,7.923492562945649,9,71.31143306651084,False,False
17272,prolly,True,True,True,7.923492562945649,9,71.31143306651084,False,False
17252,jheri,True,True,True,7.923492562945649,9,71.31143306651084,False,False
1380,splatter,True,True,True,7.923492562945649,9,71.31143306651084,False,False
20174,bing,True,True,True,7.923492562945649,9,71.31143306651084,False,False
6586,halle,True,True,True,7.923492562945649,9,71.31143306651084,False,False
24895,mia,True,True,True,7.923492562945649,9,71.31143306651084,False,False
6297,rooms,True,True,True,7.923492562945649,9,71.31143306651084,False,False
9291,failed,True,True,True,7.923492562945649,9,71.31143306651084,False,False
9839,caliber,True,True,True,7.923492562945649,9,71.31143306651084,False,False
6087,ii,True,True,True,7.923492562945649,9,71.31143306651084,False,False
8394,allegiance,True,True,True,7.923492562945649,9,71.31143306651084,False,False
6469,limousine,True,True,True,7.923492562945649,9,71.31143306651084,False,False
7468,adrenaline,True,True,True,7.923492562945649,9,71.31143306651084,False,False
18011,voodoo,True,True,True,7.923492562945649,9,71.31143306651084,False,False
9689,charged,True,True,True,7.923492562945649,9,71.31143306651084,False,False
10084,tours,True,True,True,7.923492562945649,9,71.31143306651084,False,False
9542,object,True,True,True,7.923492562945649,9,71.31143306651084,False,False
9541,nipples,True,True,True,7.923492562945649,9,71.31143306651084,False,False
18351,murda,True,True,True,7.923492562945649,9,71.31143306651084,False,False
17601,blamin,True,True,True,7.923492562945649,9,71.31143306651084,False,False
18267,‘cause,False,False,True,7.923492562945649,9,71.31143306651084,False,False
6262,fancy,True,True,True,7.923492562945649,9,71.31143306651084,False,False
6508,twenties,True,True,True,7.923492562945649,9,71.31143306651084,False,False
8380,weighs,True,True,True,7.923492562945649,9,71.31143306651084,False,False
799,sneaky,True,True,True,7.923492562945649,9,71.31143306651084,False,False
14635,december,True,True,True,7.923492562945649,9,71.31143306651084,False,False
6560,paparazzi,True,True,True,7.923492562945649,9,71.31143306651084,False,False
9715,succeed,True,True,True,7.923492562945649,9,71.31143306651084,False,False
26094,suge,True,True,True,7.923492562945649,9,71.31143306651084,False,False
5930,shaq,True,True,True,7.923492562945649,9,71.31143306651084,False,False
8989,nuh,True,True,True,7.923492562945649,9,71.31143306651084,False,False
8863,outs,True,True,True,7.923492562945649,9,71.31143306651084,False,False
6256,cradle,True,True,True,7.923492562945649,9,71.31143306651084,False,False
9594,hocus,True,True,True,7.923492562945649,9,71.31143306651084,False,False
23128,bald,True,True,True,7.923492562945649,9,71.31143306651084,False,False
5857,swerving,True,True,True,7.923492562945649,9,71.31143306651084,False,False
13960,troubles,True,True,True,7.923492562945649,9,71.31143306651084,False,False
6535,european,True,True,True,7.923492562945649,9,71.31143306651084,False,False
6241,verses,True,True,True,7.923492562945649,9,71.31143306651084,False,False
14602,indian,True,True,True,7.923492562945649,9,71.31143306651084,False,False
8639,deville,True,True,True,7.923492562945649,9,71.31143306651084,False,False
7491,market,True,True,True,7.923492562945649,9,71.31143306651084,False,False
6244,ability,True,True,True,7.923492562945649,9,71.31143306651084,False,False
9665,coal,True,True,True,7.923492562945649,9,71.31143306651084,False,False
5859,valet,True,True,True,7.923492562945649,9,71.31143306651084,False,False
8627,teachin,True,True,True,7.923492562945649,9,71.31143306651084,False,False
23147,teenager,True,True,True,7.923492562945649,9,71.31143306651084,False,False
1001,ambulance,True,True,True,7.923492562945649,9,71.31143306651084,False,False
5813,clyde,True,True,True,7.923492562945649,9,71.31143306651084,False,False
18193,dart,True,True,True,7.923492562945649,9,71.31143306651084,False,False
8629,booze,True,True,True,7.923492562945649,9,71.31143306651084,False,False
9614,moses,True,True,True,7.923492562945649,9,71.31143306651084,False,False
9609,manhattan,True,True,True,7.923492562945649,9,71.31143306651084,False,False
5865,kat,True,True,True,7.923492562945649,9,71.31143306651084,False,False
9740,immaculate,True,True,True,7.923492562945649,9,71.31143306651084,False,False
5939,15,False,True,False,7.923492562945649,9,71.31143306651084,False,False
5566,committee,True,True,True,7.923492562945649,9,71.31143306651084,False,False
22940,pal,True,True,True,7.923492562945649,9,71.31143306651084,False,False
8807,dangle,True,True,True,7.923492562945649,9,71.31143306651084,False,False
8743,floating,True,True,True,7.923492562945649,9,71.31143306651084,False,False
9409,oops,True,True,True,7.923492562945649,9,71.31143306651084,False,False
5731,emotional,True,True,True,7.923492562945649,9,71.31143306651084,False,False
14665,mathematics,True,True,True,7.923492562945649,9,71.31143306651084,False,False
9376,heavens,True,True,True,7.923492562945649,9,71.31143306651084,False,False
5721,vein,True,True,True,7.923492562945649,9,71.31143306651084,False,False
6473,meets,True,True,True,7.923492562945649,9,71.31143306651084,False,False
10148,grands,True,True,True,7.923492562945649,9,71.31143306651084,False,False
5581,forms,True,True,True,7.923492562945649,9,71.31143306651084,False,False
2969,wink,True,True,True,7.923492562945649,9,71.31143306651084,False,False
2823,belongs,True,True,True,7.923492562945649,9,71.31143306651084,False,False
7471,aura,True,True,True,7.923492562945649,9,71.31143306651084,False,False
2822,backing,True,True,True,7.923492562945649,9,71.31143306651084,False,False
18209,penalty,True,True,True,7.923492562945649,9,71.31143306651084,False,False
8973,gal,True,True,True,7.923492562945649,9,71.31143306651084,False,False
9342,corrupt,True,True,True,7.923492562945649,9,71.31143306651084,False,False
17738,trained,True,True,True,7.923492562945649,9,71.31143306651084,False,False
24849,yiggy,True,True,True,7.923492562945649,9,71.31143306651084,False,False
17688,habits,True,True,True,7.923492562945649,9,71.31143306651084,False,False
804,straw,True,True,True,7.923492562945649,9,71.31143306651084,False,False
5574,detention,True,True,True,7.923492562945649,9,71.31143306651084,False,False
8603,obvious,True,True,True,7.923492562945649,9,71.31143306651084,False,False
14569,pinch,True,True,True,7.923492562945649,9,71.31143306651084,False,False
9454,unbelievable,True,True,True,7.923492562945649,9,71.31143306651084,False,False
6491,separated,True,True,True,7.923492562945649,9,71.31143306651084,False,False
14435,site,True,True,True,7.923492562945649,9,71.31143306651084,False,False
17345,wondered,True,True,True,7.923492562945649,9,71.31143306651084,False,False
8725,horses,True,True,True,7.923492562945649,9,71.31143306651084,False,False
6344,beneath,True,True,True,7.923492562945649,9,71.31143306651084,False,False
1172,picasso,True,True,True,7.923492562945649,9,71.31143306651084,False,False
17337,mantis,True,True,True,7.923492562945649,9,71.31143306651084,False,False
8738,web,True,True,True,7.923492562945649,9,71.31143306651084,False,False
14181,0,False,True,False,7.923492562945649,9,71.31143306651084,False,False
5494,trenches,True,True,True,7.923492562945649,9,71.31143306651084,False,False
6391,disrespectful,True,True,True,7.923492562945649,9,71.31143306651084,False,False
17977,dips,True,True,True,7.923492562945649,9,71.31143306651084,False,False
5746,sneakin,True,True,True,7.923492562945649,9,71.31143306651084,False,False
5492,totin,True,True,True,7.923492562945649,9,71.31143306651084,False,False
9427,representer,True,True,True,7.923492562945649,9,71.31143306651084,False,False
1312,iller,True,True,True,7.923492562945649,9,71.31143306651084,False,False
4654,provin,True,True,True,7.923492562945649,9,71.31143306651084,False,False
8150,addiction,True,True,True,7.923492562945649,9,71.31143306651084,False,False
7954,clappin,True,True,True,7.923492562945649,9,71.31143306651084,False,False
7966,attacks,True,True,True,7.923492562945649,9,71.31143306651084,False,False
7273,banged,True,True,True,7.923492562945649,9,71.31143306651084,False,False
18741,concentrate,True,True,True,7.923492562945649,9,71.31143306651084,False,False
513,donuts,True,True,True,7.923492562945649,9,71.31143306651084,False,False
1845,snack,True,True,True,7.923492562945649,9,71.31143306651084,False,False
20784,thevz,True,True,True,7.923492562945649,9,71.31143306651084,False,False
13744,elevation,True,True,True,7.923492562945649,9,71.31143306651084,False,False
2668,spills,True,True,True,7.923492562945649,9,71.31143306651084,False,False
22512,ticking,True,True,True,7.923492562945649,9,71.31143306651084,False,False
5071,drop-top,False,False,True,7.923492562945649,9,71.31143306651084,False,False
1843,slammed,True,True,True,7.923492562945649,9,71.31143306651084,False,False
11131,motha,True,True,True,7.923492562945649,9,71.31143306651084,False,False
2321,devilish,True,True,True,7.923492562945649,9,71.31143306651084,False,False
11102,treble,True,True,True,7.923492562945649,9,71.31143306651084,False,False
7932,rainbow,True,True,True,7.923492562945649,9,71.31143306651084,False,False
8225,booking,True,True,True,7.923492562945649,9,71.31143306651084,False,False
2326,erotic,True,True,True,7.923492562945649,9,71.31143306651084,False,False
13433,posdnuos,True,True,True,7.923492562945649,9,71.31143306651084,False,False
13698,fleas,True,True,True,7.923492562945649,9,71.31143306651084,False,False
7696,casa,True,True,True,7.923492562945649,9,71.31143306651084,False,False
19160,muthaphukkin,True,True,True,7.923492562945649,9,71.31143306651084,False,False
20779,hoodrat,True,True,True,7.923492562945649,9,71.31143306651084,False,False
11313,techs,True,True,True,7.923492562945649,9,71.31143306651084,False,False
11307,shooters,True,True,True,7.923492562945649,9,71.31143306651084,False,False
4730,peppermint,True,True,True,7.923492562945649,9,71.31143306651084,False,False
7222,coupes,True,True,True,7.923492562945649,9,71.31143306651084,False,False
18747,recollect,True,True,True,7.923492562945649,9,71.31143306651084,False,False
7018,popular,True,True,True,7.923492562945649,9,71.31143306651084,False,False
7019,prayers,True,True,True,7.923492562945649,9,71.31143306651084,False,False
4747,silky,True,True,True,7.923492562945649,9,71.31143306651084,False,False
12558,weakness,True,True,True,7.923492562945649,9,71.31143306651084,False,False
16042,chart,True,True,True,7.923492562945649,9,71.31143306651084,False,False
4749,spins,True,True,True,7.923492562945649,9,71.31143306651084,False,False
7642,spoil,True,True,True,7.923492562945649,9,71.31143306651084,False,False
16583,impression,True,True,True,7.923492562945649,9,71.31143306651084,False,False
12600,motivation,True,True,True,7.923492562945649,9,71.31143306651084,False,False
16589,selection,True,True,True,7.923492562945649,9,71.31143306651084,False,False
12607,sharks,True,True,True,7.923492562945649,9,71.31143306651084,False,False
14898,considered,True,True,True,7.923492562945649,9,71.31143306651084,False,False
3285,crave,True,True,True,7.923492562945649,9,71.31143306651084,False,False
11038,ceilin,True,True,True,7.923492562945649,9,71.31143306651084,False,False
20827,9-1-1,False,False,False,7.923492562945649,9,71.31143306651084,False,False
7610,fittin,True,True,True,7.923492562945649,9,71.31143306651084,False,False
12878,tunin,True,True,True,7.923492562945649,9,71.31143306651084,False,False
7891,scent,True,True,True,7.923492562945649,9,71.31143306651084,False,False
3911,merry,True,True,True,7.923492562945649,9,71.31143306651084,False,False
7716,rio,True,True,True,7.923492562945649,9,71.31143306651084,False,False
3507,harry,True,True,True,7.923492562945649,9,71.31143306651084,False,False
10924,planning,True,True,True,7.923492562945649,9,71.31143306651084,False,False
