,@Token,All Alphabetic,All Alphanumeric,Any Alphabetic,Global IDF,Global TF,Global TF-IDF,Phrase,Stopword
3808,idaho,True,True,True,8.756000263530543,3,26.26800079059163,False,False
9235,"commitment,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
33469,money?),False,False,True,8.756000263530543,3,26.26800079059163,False,False
9216,cough,True,True,True,8.756000263530543,3,26.26800079059163,False,False
1426,culprit,True,True,True,8.756000263530543,3,26.26800079059163,False,False
36633,"bra,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
2721,hydro,True,True,True,8.756000263530543,3,26.26800079059163,False,False
33457,"24/7,",False,False,False,8.756000263530543,3,26.26800079059163,False,False
33466,capo,True,True,True,8.756000263530543,3,26.26800079059163,False,False
23668,poet,True,True,True,8.756000263530543,3,26.26800079059163,False,False
25618,rhyme'll,False,False,True,8.756000263530543,3,26.26800079059163,False,False
9219,muthafucker,True,True,True,8.756000263530543,3,26.26800079059163,False,False
23762,ding!,False,False,True,8.756000263530543,3,26.26800079059163,False,False
34726,convinced,True,True,True,8.756000263530543,3,26.26800079059163,False,False
9108,aroused,True,True,True,8.756000263530543,3,26.26800079059163,False,False
2856,imported,True,True,True,8.756000263530543,3,26.26800079059163,False,False
36630,sactown,True,True,True,8.756000263530543,3,26.26800079059163,False,False
34725,neglect,True,True,True,8.756000263530543,3,26.26800079059163,False,False
23764,"firearm,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
9221,"yawnin,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
9098,obama,True,True,True,8.756000263530543,3,26.26800079059163,False,False
34608,"jah,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
9121,"tho,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
9248,"scandalous,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
35053,"steak,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
10496,"garments,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
25568,training,True,True,True,8.756000263530543,3,26.26800079059163,False,False
33341,dazed,True,True,True,8.756000263530543,3,26.26800079059163,False,False
9126,loser,True,True,True,8.756000263530543,3,26.26800079059163,False,False
3802,nelly,True,True,True,8.756000263530543,3,26.26800079059163,False,False
25792,"hall,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
10497,"o'clock,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
10498,steelo,True,True,True,8.756000263530543,3,26.26800079059163,False,False
34796,anticipating,True,True,True,8.756000263530543,3,26.26800079059163,False,False
10575,perplexes,True,True,True,8.756000263530543,3,26.26800079059163,False,False
2539,pancake,True,True,True,8.756000263530543,3,26.26800079059163,False,False
33478,zig-zag-zig,False,False,True,8.756000263530543,3,26.26800079059163,False,False
25576,sleepless,True,True,True,8.756000263530543,3,26.26800079059163,False,False
2866,echoes,True,True,True,8.756000263530543,3,26.26800079059163,False,False
10499,cockin',False,False,True,8.756000263530543,3,26.26800079059163,False,False
23783,"nonstop,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
9094,"cali,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
9122,bet',False,False,True,8.756000263530543,3,26.26800079059163,False,False
33472,sever,True,True,True,8.756000263530543,3,26.26800079059163,False,False
9095,yea),False,False,True,8.756000263530543,3,26.26800079059163,False,False
34808,(there's,False,False,True,8.756000263530543,3,26.26800079059163,False,False
3813,swearing,True,True,True,8.756000263530543,3,26.26800079059163,False,False
9253,executive,True,True,True,8.756000263530543,3,26.26800079059163,False,False
25584,outdone,True,True,True,8.756000263530543,3,26.26800079059163,False,False
25461,realizing,True,True,True,8.756000263530543,3,26.26800079059163,False,False
23681,coppin,True,True,True,8.756000263530543,3,26.26800079059163,False,False
25416,"papi!""",False,False,True,8.756000263530543,3,26.26800079059163,False,False
23891,halle,True,True,True,8.756000263530543,3,26.26800079059163,False,False
23714,"scholars,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
25730,2pac's,False,False,True,8.756000263530543,3,26.26800079059163,False,False
1367,hesitant,True,True,True,8.756000263530543,3,26.26800079059163,False,False
9145,"start,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
25678,jaycee,True,True,True,8.756000263530543,3,26.26800079059163,False,False
34705,totin',False,False,True,8.756000263530543,3,26.26800079059163,False,False
25407,"individual,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
25703,peep's,False,False,True,8.756000263530543,3,26.26800079059163,False,False
33408,"to?""",False,False,True,8.756000263530543,3,26.26800079059163,False,False
25402,fo'-fifth,False,False,True,8.756000263530543,3,26.26800079059163,False,False
25673,`em,False,False,True,8.756000263530543,3,26.26800079059163,False,False
23869,worrying,True,True,True,8.756000263530543,3,26.26800079059163,False,False
9031,why'knahmsayin?,False,False,True,8.756000263530543,3,26.26800079059163,False,False
25864,starter,True,True,True,8.756000263530543,3,26.26800079059163,False,False
1123,lawsuits,True,True,True,8.756000263530543,3,26.26800079059163,False,False
1440,[s],False,False,True,8.756000263530543,3,26.26800079059163,False,False
34673,sweats,True,True,True,8.756000263530543,3,26.26800079059163,False,False
2551,booted,True,True,True,8.756000263530543,3,26.26800079059163,False,False
2797,pd,True,True,True,8.756000263530543,3,26.26800079059163,False,False
25688,"toke,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
2522,stylistic,True,True,True,8.756000263530543,3,26.26800079059163,False,False
36601,head.,False,False,True,8.756000263530543,3,26.26800079059163,False,False
34767,clocked,True,True,True,8.756000263530543,3,26.26800079059163,False,False
36610,midas,True,True,True,8.756000263530543,3,26.26800079059163,False,False
9020,jews,True,True,True,8.756000263530543,3,26.26800079059163,False,False
25706,revolvers,True,True,True,8.756000263530543,3,26.26800079059163,False,False
25412,clit,True,True,True,8.756000263530543,3,26.26800079059163,False,False
9363,twirl,True,True,True,8.756000263530543,3,26.26800079059163,False,False
10437,counter,True,True,True,8.756000263530543,3,26.26800079059163,False,False
3842,"preacher,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
34697,trill,True,True,True,8.756000263530543,3,26.26800079059163,False,False
2717,"happens,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
25871,marvelous,True,True,True,8.756000263530543,3,26.26800079059163,False,False
33536,mat,True,True,True,8.756000263530543,3,26.26800079059163,False,False
25409,ditches,True,True,True,8.756000263530543,3,26.26800079059163,False,False
25725,xzibit,True,True,True,8.756000263530543,3,26.26800079059163,False,False
10558,cooley,True,True,True,8.756000263530543,3,26.26800079059163,False,False
23863,"core,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
1102,muh'fuckin,False,False,True,8.756000263530543,3,26.26800079059163,False,False
34680,searchin,True,True,True,8.756000263530543,3,26.26800079059163,False,False
23741,continents,True,True,True,8.756000263530543,3,26.26800079059163,False,False
33543,8-ball,False,False,True,8.756000263530543,3,26.26800079059163,False,False
23855,beggin,True,True,True,8.756000263530543,3,26.26800079059163,False,False
33278,muzzle,True,True,True,8.756000263530543,3,26.26800079059163,False,False
35093,(yo),False,False,True,8.756000263530543,3,26.26800079059163,False,False
34661,bitches!,False,False,True,8.756000263530543,3,26.26800079059163,False,False
25699,wonderland,True,True,True,8.756000263530543,3,26.26800079059163,False,False
9142,shakes,True,True,True,8.756000263530543,3,26.26800079059163,False,False
2737,badly,True,True,True,8.756000263530543,3,26.26800079059163,False,False
25394,claus,True,True,True,8.756000263530543,3,26.26800079059163,False,False
3838,bandannas,True,True,True,8.756000263530543,3,26.26800079059163,False,False
37043,twisting,True,True,True,8.756000263530543,3,26.26800079059163,False,False
2509,n-a-t-e,False,False,True,8.756000263530543,3,26.26800079059163,False,False
34543,profession,True,True,True,8.756000263530543,3,26.26800079059163,False,False
33431,capacity,True,True,True,8.756000263530543,3,26.26800079059163,False,False
25894,"thirsty,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
33294,"sloop,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
25457,loc?,False,False,True,8.756000263530543,3,26.26800079059163,False,False
36613,conquest,True,True,True,8.756000263530543,3,26.26800079059163,False,False
25668,"impaired,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
34768,"meat,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
36660,(every,False,False,True,8.756000263530543,3,26.26800079059163,False,False
33541,(dr.,False,False,True,8.756000263530543,3,26.26800079059163,False,False
25670,'ice,False,False,True,8.756000263530543,3,26.26800079059163,False,False
9018,restless,True,True,True,8.756000263530543,3,26.26800079059163,False,False
23738,free!,False,False,True,8.756000263530543,3,26.26800079059163,False,False
2746,"dragon,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
25853,"alarm,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
25434,europe,True,True,True,8.756000263530543,3,26.26800079059163,False,False
23739,(call,False,False,True,8.756000263530543,3,26.26800079059163,False,False
23624,stocking,True,True,True,8.756000263530543,3,26.26800079059163,False,False
9325,"hear,",False,False,True,8.756000263530543,3,26.26800079059163,False,False
2519,snitching,True,True,True,8.756000263530543,3,26.26800079059163,False,False
25882,marl,True,True,True,8.756000263530543,3,26.26800079059163,False,False
33531,dat's,False,False,True,8.756000263530543,3,26.26800079059163,False,False
10446,adolescents,True,True,True,8.756000263530543,3,26.26800079059163,False,False
23609,crooks,True,True,True,8.756000263530543,3,26.26800079059163,False,False
16272,"killuminati,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
30709,managed,True,True,True,9.3409627642517,2,18.6819255285034,False,False
30665,"flowers,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
16254,proceed),False,False,True,9.3409627642517,2,18.6819255285034,False,False
18410,lo-lo's!,False,False,True,9.3409627642517,2,18.6819255285034,False,False
18343,chuck's,False,False,True,9.3409627642517,2,18.6819255285034,False,False
30662,"(diddy,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
31454,strong.,False,False,True,9.3409627642517,2,18.6819255285034,False,False
18431,spunk,True,True,True,9.3409627642517,2,18.6819255285034,False,False
16277,bailey's,False,False,True,9.3409627642517,2,18.6819255285034,False,False
35424,sparkin,True,True,True,9.3409627642517,2,18.6819255285034,False,False
35607,flamin',False,False,True,9.3409627642517,2,18.6819255285034,False,False
30715,claimin,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34693,unnecessary,True,True,True,9.3409627642517,2,18.6819255285034,False,False
35606,invasion,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34881,attila,True,True,True,9.3409627642517,2,18.6819255285034,False,False
18440,bubbly?,False,False,True,9.3409627642517,2,18.6819255285034,False,False
16278,"tub,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
18339,sickle-cell,False,False,True,9.3409627642517,2,18.6819255285034,False,False
34724,"shape,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
38012,doughnut,True,True,True,9.3409627642517,2,18.6819255285034,False,False
35602,fessing,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34876,scum,True,True,True,9.3409627642517,2,18.6819255285034,False,False
18929,tower,True,True,True,9.3409627642517,2,18.6819255285034,False,False
31405,stripping,True,True,True,9.3409627642517,2,18.6819255285034,False,False
18436,ville,True,True,True,9.3409627642517,2,18.6819255285034,False,False
18932,mutual,True,True,True,9.3409627642517,2,18.6819255285034,False,False
18433,labeled,True,True,True,9.3409627642517,2,18.6819255285034,False,False
16275,wheeler,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34695,hk,True,True,True,9.3409627642517,2,18.6819255285034,False,False
38008,suga,True,True,True,9.3409627642517,2,18.6819255285034,False,False
31474,vicinity,True,True,True,9.3409627642517,2,18.6819255285034,False,False
31409,hasty,True,True,True,9.3409627642517,2,18.6819255285034,False,False
38127,proceeds,True,True,True,9.3409627642517,2,18.6819255285034,False,False
30689,fueled,True,True,True,9.3409627642517,2,18.6819255285034,False,False
18370,gaurd,True,True,True,9.3409627642517,2,18.6819255285034,False,False
31464,"hudson,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
38122,steers,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34329,coppertone,True,True,True,9.3409627642517,2,18.6819255285034,False,False
18955,hurra,True,True,True,9.3409627642517,2,18.6819255285034,False,False
30690,chasers,True,True,True,9.3409627642517,2,18.6819255285034,False,False
30697,"takin',",False,False,True,9.3409627642517,2,18.6819255285034,False,False
18371,handled,True,True,True,9.3409627642517,2,18.6819255285034,False,False
31434,dramacy',False,False,True,9.3409627642517,2,18.6819255285034,False,False
31462,"corleone,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
34714,preacher's,False,False,True,9.3409627642517,2,18.6819255285034,False,False
38525,trickin,True,True,True,9.3409627642517,2,18.6819255285034,False,False
30691,motorola,True,True,True,9.3409627642517,2,18.6819255285034,False,False
16266,resemblance,True,True,True,9.3409627642517,2,18.6819255285034,False,False
31444,khomeini,True,True,True,9.3409627642517,2,18.6819255285034,False,False
18949,free],False,False,True,9.3409627642517,2,18.6819255285034,False,False
16263,nicotine,True,True,True,9.3409627642517,2,18.6819255285034,False,False
31447,fetish,True,True,True,9.3409627642517,2,18.6819255285034,False,False
31457,sonar,True,True,True,9.3409627642517,2,18.6819255285034,False,False
18395,barbecued,True,True,True,9.3409627642517,2,18.6819255285034,False,False
18394,one:],False,False,True,9.3409627642517,2,18.6819255285034,False,False
30694,flowin,True,True,True,9.3409627642517,2,18.6819255285034,False,False
16262,fugazi,True,True,True,9.3409627642517,2,18.6819255285034,False,False
31449,"increases,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
34335,"mourn,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
18381,"faggots,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
18956,combo.,False,False,True,9.3409627642517,2,18.6819255285034,False,False
30678,jimmies,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34345,rapture?,False,False,True,9.3409627642517,2,18.6819255285034,False,False
34326,bicentennial,True,True,True,9.3409627642517,2,18.6819255285034,False,False
16019,"faint,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
31421,weed),False,False,True,9.3409627642517,2,18.6819255285034,False,False
31476,"v's,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
18935,hill),False,False,True,9.3409627642517,2,18.6819255285034,False,False
18348,booties.,False,False,True,9.3409627642517,2,18.6819255285034,False,False
30669,tha',False,False,True,9.3409627642517,2,18.6819255285034,False,False
18937,survivors,True,True,True,9.3409627642517,2,18.6819255285034,False,False
30707,sky),False,False,True,9.3409627642517,2,18.6819255285034,False,False
30706,marine,True,True,True,9.3409627642517,2,18.6819255285034,False,False
18962,"chance""",False,False,True,9.3409627642517,2,18.6819255285034,False,False
18349,sodomize,True,True,True,9.3409627642517,2,18.6819255285034,False,False
30670,no-one,False,False,True,9.3409627642517,2,18.6819255285034,False,False
18386,"psych,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
34880,guilt,True,True,True,9.3409627642517,2,18.6819255285034,False,False
16013,sasquatch,True,True,True,9.3409627642517,2,18.6819255285034,False,False
31429,earnin,True,True,True,9.3409627642517,2,18.6819255285034,False,False
31467,word!,False,False,True,9.3409627642517,2,18.6819255285034,False,False
18354,police.,False,False,True,9.3409627642517,2,18.6819255285034,False,False
18356,(whatever,False,False,True,9.3409627642517,2,18.6819255285034,False,False
30673,"entertainment,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
30703,headbanger,True,True,True,9.3409627642517,2,18.6819255285034,False,False
18408,owm,True,True,True,9.3409627642517,2,18.6819255285034,False,False
30676,mets,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34723,secondary,True,True,True,9.3409627642517,2,18.6819255285034,False,False
30699,spellin',False,False,True,9.3409627642517,2,18.6819255285034,False,False
34722,"genius,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
18958,plumber,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34330,f***in'',False,False,True,9.3409627642517,2,18.6819255285034,False,False
16117,niggaz'll,False,False,True,9.3409627642517,2,18.6819255285034,False,False
18978,it...),False,False,True,9.3409627642517,2,18.6819255285034,False,False
34193,buttered,True,True,True,9.3409627642517,2,18.6819255285034,False,False
35414,adversary,True,True,True,9.3409627642517,2,18.6819255285034,False,False
31597,"pride-and-joy,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
18257,polluting,True,True,True,9.3409627642517,2,18.6819255285034,False,False
31607,stuff!,False,False,True,9.3409627642517,2,18.6819255285034,False,False
34196,gunna,True,True,True,9.3409627642517,2,18.6819255285034,False,False
30552,triumph,True,True,True,9.3409627642517,2,18.6819255285034,False,False
30538,5000,False,True,False,9.3409627642517,2,18.6819255285034,False,False
34192,snooooooooooop,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34202,seventh,True,True,True,9.3409627642517,2,18.6819255285034,False,False
31608,h-u-f-f,False,False,True,9.3409627642517,2,18.6819255285034,False,False
31611,mccoy,True,True,True,9.3409627642517,2,18.6819255285034,False,False
31619,log,True,True,True,9.3409627642517,2,18.6819255285034,False,False
15960,lo-lo's,False,False,True,9.3409627642517,2,18.6819255285034,False,False
34191,whistlin',False,False,True,9.3409627642517,2,18.6819255285034,False,False
19046,"""kick",False,False,True,9.3409627642517,2,18.6819255285034,False,False
18245,derelicts,True,True,True,9.3409627642517,2,18.6819255285034,False,False
15961,betchu,True,True,True,9.3409627642517,2,18.6819255285034,False,False
31592,6-2,False,False,False,9.3409627642517,2,18.6819255285034,False,False
30537,hunk,True,True,True,9.3409627642517,2,18.6819255285034,False,False
31582,thirty-eight,False,False,True,9.3409627642517,2,18.6819255285034,False,False
18282,tims,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34911,part-time,False,False,True,9.3409627642517,2,18.6819255285034,False,False
16339,pendulum,True,True,True,9.3409627642517,2,18.6819255285034,False,False
31579,spades,True,True,True,9.3409627642517,2,18.6819255285034,False,False
19032,"fantastic,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
19035,faceless,True,True,True,9.3409627642517,2,18.6819255285034,False,False
18279,10-speed,False,False,True,9.3409627642517,2,18.6819255285034,False,False
31585,(easy,False,False,True,9.3409627642517,2,18.6819255285034,False,False
34786,jed,True,True,True,9.3409627642517,2,18.6819255285034,False,False
37998,"stuff""",False,False,True,9.3409627642517,2,18.6819255285034,False,False
34764,ese's,False,False,True,9.3409627642517,2,18.6819255285034,False,False
30565,underestimated,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34210,doo-wah-diddy-ya,False,False,True,9.3409627642517,2,18.6819255285034,False,False
31589,"coma,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
35415,"chicken,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
30561,gangsta?,False,False,True,9.3409627642517,2,18.6819255285034,False,False
31628,"racketeering,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
19052,"artists,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
18983,120,False,True,False,9.3409627642517,2,18.6819255285034,False,False
16363,tomorr-why,False,False,True,9.3409627642517,2,18.6819255285034,False,False
31660,"crib-o,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
34774,"spidey,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
18226,va,True,True,True,9.3409627642517,2,18.6819255285034,False,False
19063,briefcase,True,True,True,9.3409627642517,2,18.6819255285034,False,False
31670,velvet,True,True,True,9.3409627642517,2,18.6819255285034,False,False
18222,outside?,False,False,True,9.3409627642517,2,18.6819255285034,False,False
30521,"crook,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
16365,"pure,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
31655,"jag,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
31675,"rockin',",False,False,True,9.3409627642517,2,18.6819255285034,False,False
38159,"disappear,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
34170,marriage,True,True,True,9.3409627642517,2,18.6819255285034,False,False
38165,flu?,False,False,True,9.3409627642517,2,18.6819255285034,False,False
35636,hangs,True,True,True,9.3409627642517,2,18.6819255285034,False,False
15948,kettle,True,True,True,9.3409627642517,2,18.6819255285034,False,False
30514,arizona,True,True,True,9.3409627642517,2,18.6819255285034,False,False
31659,2x,False,True,True,9.3409627642517,2,18.6819255285034,False,False
31652,mobsters,True,True,True,9.3409627642517,2,18.6819255285034,False,False
19055,troll,True,True,True,9.3409627642517,2,18.6819255285034,False,False
35407,leavin'.,False,False,True,9.3409627642517,2,18.6819255285034,False,False
34185,"there?""",False,False,True,9.3409627642517,2,18.6819255285034,False,False
34184,"acid,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
31629,mc's..,False,False,True,9.3409627642517,2,18.6819255285034,False,False
18243,(hey!,False,False,True,9.3409627642517,2,18.6819255285034,False,False
30536,clink,True,True,True,9.3409627642517,2,18.6819255285034,False,False
19058,"magnet,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
31630,enslaved,True,True,True,9.3409627642517,2,18.6819255285034,False,False
16351,>from,False,False,True,9.3409627642517,2,18.6819255285034,False,False
31649,"bay,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
34772,"rolls,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
34177,hereditary,True,True,True,9.3409627642517,2,18.6819255285034,False,False
30530,clothing,True,True,True,9.3409627642517,2,18.6819255285034,False,False
35632,goin’,False,False,True,9.3409627642517,2,18.6819255285034,False,False
16356,"me"",",False,False,True,9.3409627642517,2,18.6819255285034,False,False
16359,s.o.d.,False,False,True,9.3409627642517,2,18.6819255285034,False,False
34174,damme,True,True,True,9.3409627642517,2,18.6819255285034,False,False
38506,mac's,False,False,True,9.3409627642517,2,18.6819255285034,False,False
31578,"comics,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
18284,sensation,True,True,True,9.3409627642517,2,18.6819255285034,False,False
30625,loc'n,False,False,True,9.3409627642517,2,18.6819255285034,False,False
15999,master's,False,False,True,9.3409627642517,2,18.6819255285034,False,False
34731,y.a.,False,False,True,9.3409627642517,2,18.6819255285034,False,False
34732,injured,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34691,"dances,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
35423,adores,True,True,True,9.3409627642517,2,18.6819255285034,False,False
18318,"buried,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
30631,"snooze,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
34296,mow,True,True,True,9.3409627642517,2,18.6819255285034,False,False
16302,ciroc,True,True,True,9.3409627642517,2,18.6819255285034,False,False
38140,pebbles,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34291,christenings,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34289,"realise,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
18314,preference,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34287,roman,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34900,starvin,True,True,True,9.3409627642517,2,18.6819255285034,False,False
30623,a**a**in,False,False,True,9.3409627642517,2,18.6819255285034,False,False
31523,exhibition,True,True,True,9.3409627642517,2,18.6819255285034,False,False
30643,"""hi!""",False,False,True,9.3409627642517,2,18.6819255285034,False,False
34232,"strangers,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
18331,bid'ness,False,False,True,9.3409627642517,2,18.6819255285034,False,False
16283,92.3,False,False,False,9.3409627642517,2,18.6819255285034,False,False
18985,"opera,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
31504,strolling,True,True,True,9.3409627642517,2,18.6819255285034,False,False
18332,dye,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34309,ho),False,False,True,9.3409627642517,2,18.6819255285034,False,False
34728,suitcase,True,True,True,9.3409627642517,2,18.6819255285034,False,False
16289,ear.,False,False,True,9.3409627642517,2,18.6819255285034,False,False
31508,gourmet,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34888,reservoir,True,True,True,9.3409627642517,2,18.6819255285034,False,False
18328,woop,True,True,True,9.3409627642517,2,18.6819255285034,False,False
18324,commenced,True,True,True,9.3409627642517,2,18.6819255285034,False,False
30648,sedans,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34305,rep',False,False,True,9.3409627642517,2,18.6819255285034,False,False
34304,showin’,False,False,True,9.3409627642517,2,18.6819255285034,False,False
16292,us;,False,False,True,9.3409627642517,2,18.6819255285034,False,False
38513,clothin',False,False,True,9.3409627642517,2,18.6819255285034,False,False
30622,mm),False,False,True,9.3409627642517,2,18.6819255285034,False,False
18307,dog-gone,False,False,True,9.3409627642517,2,18.6819255285034,False,False
30615,"emotions,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
30579,trife),False,False,True,9.3409627642517,2,18.6819255285034,False,False
19020,makeover,True,True,True,9.3409627642517,2,18.6819255285034,False,False
35622,(whoa),False,False,True,9.3409627642517,2,18.6819255285034,False,False
31565,seater,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34240,"police"".",False,False,True,9.3409627642517,2,18.6819255285034,False,False
34908,otha,True,True,True,9.3409627642517,2,18.6819255285034,False,False
31568,lined,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34909,flap,True,True,True,9.3409627642517,2,18.6819255285034,False,False
16326,"lo-lo's,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
19006,smoke.,False,False,True,9.3409627642517,2,18.6819255285034,False,False
34758,"entourage,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
31572,villain?,False,False,True,9.3409627642517,2,18.6819255285034,False,False
38149,team.,False,False,True,9.3409627642517,2,18.6819255285034,False,False
31574,combo,True,True,True,9.3409627642517,2,18.6819255285034,False,False
35416,knowhati'msayin?,False,False,True,9.3409627642517,2,18.6819255285034,False,False
30570,prejudice,True,True,True,9.3409627642517,2,18.6819255285034,False,False
16327,"bow,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
18293,"invincible,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
30590,"betty,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
16321,"hot""",False,False,True,9.3409627642517,2,18.6819255285034,False,False
31559,scud,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34744,bendin,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34745,manufacturing,True,True,True,9.3409627642517,2,18.6819255285034,False,False
15982,"respected,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
38144,moral,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34755,scandal,True,True,True,9.3409627642517,2,18.6819255285034,False,False
31554,brotha's,False,False,True,9.3409627642517,2,18.6819255285034,False,False
30602,"potnah,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
19012,pellets,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34253,l.a.'s,False,False,True,9.3409627642517,2,18.6819255285034,False,False
18298,acros,True,True,True,9.3409627642517,2,18.6819255285034,False,False
30599,kamikaze,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34247,"humps,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
30596,nova,True,True,True,9.3409627642517,2,18.6819255285034,False,False
35421,teens,True,True,True,9.3409627642517,2,18.6819255285034,False,False
19019,gibberish,True,True,True,9.3409627642517,2,18.6819255285034,False,False
18921,fragrance,True,True,True,9.3409627642517,2,18.6819255285034,False,False
16040,doberman,True,True,True,9.3409627642517,2,18.6819255285034,False,False
18443,dieing,True,True,True,9.3409627642517,2,18.6819255285034,False,False
31114,"loyal,",False,False,True,9.3409627642517,2,18.6819255285034,False,False
16154,singles,True,True,True,9.3409627642517,2,18.6819255285034,False,False
35515,untwist,True,True,True,9.3409627642517,2,18.6819255285034,False,False
30915,bikes,True,True,True,9.3409627642517,2,18.6819255285034,False,False
30913,beotch!,False,False,True,9.3409627642517,2,18.6819255285034,False,False
38564,sycamore,True,True,True,9.3409627642517,2,18.6819255285034,False,False
16093,percision,True,True,True,9.3409627642517,2,18.6819255285034,False,False
34812,among,True,True,True,9.3409627642517,2,18.6819255285034,False,False
